"ch_1","ch_2","ch_3","ch_4","ch_5","ch_6","ch_7","ch_8","finger"
"0.016196","0.064525","0.016531","0.014963","0.036058","0.10733","0.024161","0.020599","2"
"0.016427","0.051514","0.022015","0.013834","0.035877","0.058027","0.021604","0.018897","2"
"0.017535","0.044411","0.020876","0.012888","0.025305","0.054834","0.014597","0.014662","2"
"0.017368","0.052969","0.018604","0.011998","0.027364","0.10692","0.045656","0.01818","2"
"0.021307","0.064944","0.020063","0.016494","0.047747","0.061305","0.04799","0.029284","2"
"0.016773","0.038441","0.013398","0.011756","0.02395","0.06351","0.021072","0.017758","2"
"0.015247","0.03693","0.013381","0.012543","0.029758","0.10654","0.030729","0.023938","2"
"0.015304","0.075874","0.01513","0.013975","0.043868","0.06219","0.057862","0.057469","2"
"0.021394","0.089144","0.020872","0.012231","0.030486","0.070091","0.017565","0.01557","2"
"0.020522","0.072836","0.035551","0.020784","0.039487","0.049491","0.026233","0.020085","2"
"0.016503","0.076262","0.021359","0.012797","0.025385","0.071861","0.013719","0.017638","2"
"0.021368","0.10853","0.024774","0.013903","0.031669","0.068316","0.020576","0.024117","2"
"0.02257","0.10786","0.038779","0.016083","0.040655","0.091587","0.021726","0.018857","2"
"0.022796","0.1101","0.026094","0.014875","0.036111","0.090384","0.031007","0.022289","2"
"0.022195","0.095893","0.020702","0.017174","0.038347","0.11427","0.035895","0.021723","2"
"0.021744","0.12555","0.025291","0.013324","0.023339","0.055532","0.018455","0.02516","2"
"0.020315","0.088561","0.0174","0.012301","0.027789","0.079826","0.023477","0.036054","2"
"0.017308","0.075844","0.015936","0.01185","0.024446","0.066345","0.025205","0.016773","2"
"0.023581","0.11958","0.022983","0.017225","0.049393","0.11961","0.032018","0.026262","2"
"0.020931","0.077618","0.017397","0.014417","0.03352","0.10768","0.021651","0.021987","2"
"0.019561","0.074125","0.018658","0.011958","0.035949","0.092563","0.024008","0.020247","2"
"0.02552","0.096691","0.025965","0.018548","0.050531","0.12659","0.032249","0.026378","2"
"0.022243","0.08632","0.022347","0.01636","0.041654","0.13116","0.028254","0.025887","2"
"0.015688","0.082637","0.01559","0.012707","0.025098","0.065303","0.013646","0.014838","2"
"0.016158","0.0672","0.013745","0.012501","0.035428","0.052531","0.020508","0.016789","2"
"0.015242","0.076718","0.022331","0.012976","0.031123","0.058124","0.019074","0.015817","2"
"0.012468","0.065269","0.016981","0.011837","0.024674","0.044712","0.014089","0.010267","2"
"0.018236","0.066818","0.015857","0.012296","0.038775","0.084088","0.024645","0.020358","2"
"0.013587","0.072283","0.015284","0.0099291","0.027545","0.085116","0.025489","0.013258","2"
"0.014004","0.069221","0.016827","0.01146","0.024377","0.046954","0.026001","0.012584","2"
"0.016613","0.059444","0.013921","0.012832","0.027818","0.07567","0.018028","0.026399","2"
"0.016425","0.075078","0.016073","0.01186","0.023882","0.060918","0.012132","0.01476","2"
"0.015398","0.074647","0.017541","0.014198","0.036587","0.072052","0.018353","0.012236","2"
"0.017354","0.10036","0.028067","0.015057","0.031666","0.063456","0.016724","0.0151","2"
"0.025804","0.11387","0.029743","0.016259","0.049892","0.098837","0.025982","0.027757","2"
"0.017177","0.074634","0.021608","0.013916","0.031691","0.078173","0.017047","0.016673","2"
"0.01573","0.061276","0.013687","0.013243","0.035074","0.083925","0.020003","0.019663","2"
"0.017882","0.062362","0.016158","0.016739","0.048483","0.07218","0.027805","0.024903","2"
"0.01503","0.047903","0.013453","0.014385","0.033651","0.064444","0.01756","0.016748","2"
"0.014352","0.027175","0.012384","0.011014","0.017642","0.08587","0.02705","0.020207","2"
"0.013868","0.04747","0.026226","0.01402","0.027351","0.082007","0.039907","0.021594","2"
"0.019873","0.075496","0.034516","0.011388","0.025613","0.060483","0.019245","0.01482","2"
"0.014774","0.099102","0.020497","0.010506","0.024608","0.070921","0.016497","0.019181","2"
"0.021748","0.082208","0.027657","0.013895","0.024555","0.084407","0.022869","0.019454","2"
"0.018949","0.066965","0.023368","0.01391","0.034451","0.075324","0.017044","0.016838","2"
"0.014541","0.073356","0.018478","0.015169","0.032729","0.077717","0.019151","0.014402","2"
"0.019735","0.077699","0.017814","0.014437","0.03948","0.10795","0.02107","0.019878","2"
"0.014921","0.061116","0.018829","0.012782","0.020323","0.093196","0.021164","0.012086","2"
"0.030536","0.10503","0.027321","0.012854","0.032109","0.1138","0.021089","0.020792","2"
"0.01716","0.092657","0.01775","0.01292","0.03021","0.084105","0.02272","0.018614","2"
"0.018706","0.075065","0.015604","0.012629","0.026461","0.071664","0.030297","0.04917","2"
"0.026188","0.096661","0.033036","0.019404","0.057063","0.084847","0.046575","0.020901","2"
"0.021787","0.097945","0.020181","0.015548","0.041757","0.060661","0.021781","0.022163","2"
"0.018696","0.072988","0.017809","0.013549","0.048329","0.090305","0.018632","0.016926","2"
"0.018946","0.10402","0.034409","0.018746","0.027409","0.0601","0.019844","0.018657","2"
"0.019935","0.083881","0.017778","0.014974","0.034358","0.10514","0.023766","0.020301","2"
"0.01148","0.018729","0.047764","0.027456","0.014228","0.013455","0.0082653","0.014034","2"
"0.023709","0.079666","0.079062","0.0186","0.025233","0.057284","0.033641","0.024882","2"
"0.022405","0.089189","0.03442","0.017996","0.029889","0.0671","0.027972","0.01698","2"
"0.017966","0.058841","0.052329","0.015779","0.023092","0.047601","0.028392","0.016736","2"
"0.013679","0.055122","0.055259","0.015675","0.020722","0.035116","0.020185","0.0153","2"
"0.012565","0.049067","0.034502","0.019179","0.018715","0.034196","0.021375","0.016272","2"
"0.013191","0.042052","0.044684","0.019108","0.017116","0.028435","0.027169","0.014603","2"
"0.0151","0.060955","0.039972","0.017319","0.01901","0.038886","0.024366","0.028389","2"
"0.013534","0.049824","0.051099","0.017845","0.022207","0.072272","0.028167","0.014939","2"
"0.014015","0.053017","0.038337","0.018027","0.017438","0.034613","0.020851","0.015509","2"
"0.01593","0.055058","0.033982","0.014766","0.020331","0.034121","0.027389","0.015749","2"
"0.014592","0.063208","0.036662","0.014129","0.016945","0.029136","0.019315","0.014955","2"
"0.015067","0.05405","0.02694","0.017259","0.017793","0.034139","0.021093","0.015327","2"
"0.013377","0.054179","0.025998","0.01845","0.0185","0.034039","0.021741","0.014509","2"
"0.014623","0.050621","0.026269","0.016246","0.017828","0.036718","0.02397","0.014593","2"
"0.015669","0.060967","0.027801","0.018021","0.019467","0.039825","0.022906","0.014767","2"
"0.014349","0.041568","0.024979","0.01735","0.017643","0.034504","0.018821","0.015521","2"
"0.013589","0.051055","0.025362","0.018458","0.017432","0.031601","0.018135","0.015842","2"
"0.013138","0.049437","0.025332","0.016798","0.016249","0.029681","0.019741","0.016692","2"
"0.0141","0.067882","0.031814","0.017201","0.020056","0.045346","0.024706","0.015332","2"
"0.014431","0.062766","0.026072","0.015419","0.016919","0.027641","0.023265","0.015198","2"
"0.012778","0.046421","0.024015","0.017024","0.017551","0.029885","0.026714","0.015521","2"
"0.013428","0.046671","0.025093","0.015056","0.018173","0.039414","0.022613","0.015252","2"
"0.014069","0.055046","0.023163","0.014548","0.018326","0.036849","0.023107","0.015299","2"
"0.014838","0.076036","0.026992","0.015728","0.018429","0.03959","0.023248","0.015146","2"
"0.013925","0.049064","0.034019","0.015868","0.018625","0.033965","0.021843","0.015075","2"
"0.013171","0.056818","0.038279","0.018044","0.016829","0.037121","0.017717","0.014466","2"
"0.013965","0.048838","0.031364","0.017646","0.019862","0.036297","0.022027","0.015334","2"
"0.014616","0.065964","0.026242","0.018763","0.021037","0.045616","0.02596","0.015154","2"
"0.013133","0.056265","0.02576","0.018081","0.016999","0.033172","0.024282","0.015291","2"
"0.013729","0.055144","0.02863","0.012658","0.016531","0.031496","0.024153","0.015319","2"
"0.01425","0.076696","0.026141","0.014559","0.018979","0.039297","0.025463","0.014717","2"
"0.013231","0.04703","0.025102","0.014463","0.018873","0.040688","0.022667","0.014352","2"
"0.013515","0.057409","0.026708","0.014762","0.018132","0.038122","0.022569","0.016271","2"
"0.013354","0.050693","0.026798","0.020147","0.017594","0.035267","0.024305","0.015056","2"
"0.016377","0.054732","0.050019","0.021391","0.019983","0.033522","0.022807","0.015544","2"
"0.017338","0.087879","0.053638","0.019758","0.020021","0.041905","0.024129","0.015771","2"
"0.02156","0.074452","0.041015","0.019124","0.019458","0.042024","0.022182","0.016961","2"
"0.017096","0.058363","0.040484","0.017103","0.020967","0.046812","0.021849","0.027982","2"
"0.016028","0.052897","0.026492","0.014348","0.018664","0.035729","0.023261","0.015157","2"
"0.014308","0.055661","0.027703","0.014285","0.015957","0.033165","0.022121","0.015235","2"
"0.014672","0.064398","0.050706","0.014864","0.01654","0.030627","0.021649","0.015219","2"
"0.013946","0.038935","0.0271","0.019208","0.016921","0.028693","0.019687","0.014842","2"
"0.01322","0.043542","0.025656","0.017786","0.017821","0.030066","0.024085","0.014501","2"
"0.013498","0.052405","0.025561","0.018914","0.018095","0.034264","0.025403","0.014493","2"
"0.012758","0.037882","0.024123","0.013452","0.015271","0.026949","0.021586","0.014061","2"
"0.015011","0.04242","0.02482","0.015936","0.021515","0.038692","0.025485","0.014919","2"
"0.013025","0.041574","0.021902","0.014744","0.016926","0.032333","0.024404","0.0147","2"
"0.013785","0.048391","0.025713","0.015149","0.016706","0.028824","0.022061","0.014264","2"
"0.016664","0.072232","0.028337","0.01704","0.01806","0.033466","0.023696","0.014925","2"
"0.014884","0.045727","0.02651","0.016309","0.016234","0.027635","0.021835","0.015219","2"
"0.014522","0.05066","0.024652","0.015926","0.016567","0.031697","0.019873","0.014607","2"
"0.013454","0.051315","0.023923","0.01661","0.01832","0.037832","0.024096","0.014466","2"
"0.014625","0.0426","0.023053","0.014672","0.016208","0.03007","0.020106","0.015018","2"
"0.01261","0.042842","0.025378","0.017595","0.015959","0.031868","0.021617","0.014652","2"
"0.013169","0.053087","0.02446","0.015721","0.016711","0.036986","0.021122","0.015304","2"
"0.013906","0.057422","0.026499","0.016675","0.014842","0.02643","0.019253","0.014234","2"
"0.012249","0.049857","0.027849","0.017144","0.01735","0.032201","0.019155","0.014426","2"
"0.013452","0.044818","0.028234","0.014847","0.016765","0.032283","0.022031","0.014876","2"
"0.016746","0.064881","0.033287","0.013898","0.017812","0.040134","0.024174","0.015782","2"
"0.014811","0.060503","0.03661","0.013262","0.017033","0.032652","0.022659","0.014053","2"
"0.013474","0.051079","0.032126","0.014883","0.016589","0.033839","0.022477","0.01411","2"
"0.013797","0.047671","0.022193","0.010831","0.015564","0.032138","0.020669","0.015242","2"
"0.013549","0.038223","0.022401","0.014141","0.01816","0.039389","0.020897","0.014311","2"
"0.013713","0.04232","0.036351","0.011918","0.014969","0.038358","0.025025","0.014247","2"
"0.014417","0.04552","0.039247","0.013769","0.016657","0.036342","0.021986","0.01498","2"
"0.01405","0.048165","0.024589","0.014245","0.017244","0.038674","0.025767","0.014897","2"
"0.01369","0.055519","0.034028","0.016227","0.016708","0.037449","0.023011","0.014569","2"
"0.016527","0.064002","0.02518","0.01665","0.020198","0.041384","0.023864","0.0153","2"
"0.016667","0.063182","0.024734","0.012824","0.017993","0.034023","0.021541","0.015651","2"
"0.012617","0.05277","0.028623","0.012022","0.017525","0.036902","0.022899","0.014348","2"
"0.01776","0.069331","0.042818","0.015544","0.020213","0.040539","0.022906","0.015011","2"
"0.015353","0.055615","0.0333","0.011184","0.01802","0.036011","0.029788","0.01567","2"
"0.015006","0.058566","0.020709","0.012952","0.016195","0.034443","0.026376","0.01469","2"
"0.012435","0.053077","0.021986","0.01121","0.020156","0.046425","0.029443","0.016148","2"
"0.011653","0.030046","0.022702","0.012031","0.019668","0.036847","0.021142","0.015227","2"
"0.014652","0.054058","0.03096","0.011284","0.018594","0.04005","0.024629","0.015451","2"
"0.016588","0.071395","0.027174","0.011594","0.017022","0.033763","0.026285","0.015121","2"
"0.015531","0.050197","0.028689","0.012031","0.021317","0.041606","0.027031","0.015504","2"
"0.013909","0.046769","0.020609","0.011392","0.018505","0.041083","0.0315","0.01544","2"
"0.013222","0.051126","0.020713","0.012646","0.022826","0.050284","0.031513","0.015766","2"
"0.014728","0.053819","0.038111","0.015687","0.024202","0.053283","0.038657","0.019216","2"
"0.013301","0.044936","0.036048","0.015757","0.023466","0.054392","0.034979","0.015378","2"
"0.014265","0.05011","0.030622","0.016372","0.021441","0.043476","0.031937","0.016377","2"
"0.01452","0.046515","0.032082","0.015861","0.025197","0.050042","0.029339","0.017004","2"
"0.016143","0.062005","0.029008","0.015332","0.022123","0.053039","0.037636","0.015792","2"
"0.015007","0.060238","0.031485","0.017631","0.028732","0.061511","0.029558","0.017009","2"
"0.01759","0.060867","0.02892","0.01583","0.029239","0.063892","0.034789","0.016819","2"
"0.015779","0.044597","0.026446","0.014409","0.025721","0.067582","0.042633","0.018973","2"
"0.0153","0.043926","0.029742","0.014717","0.026903","0.061921","0.034886","0.017759","2"
"0.017797","0.044856","0.027735","0.014591","0.027985","0.083757","0.041902","0.020126","2"
"0.016894","0.056808","0.03163","0.015092","0.028419","0.081307","0.040658","0.017411","2"
"0.017389","0.050161","0.035667","0.018487","0.02909","0.069182","0.039218","0.018514","2"
"0.014371","0.037537","0.034868","0.015566","0.026354","0.066162","0.048548","0.016809","2"
"0.015291","0.040303","0.027348","0.017252","0.029775","0.066428","0.046701","0.01777","2"
"0.019742","0.057343","0.032566","0.01775","0.038191","0.079377","0.039916","0.018763","2"
"0.018292","0.045668","0.043252","0.02048","0.031887","0.063919","0.03583","0.019344","2"
"0.017481","0.036245","0.031347","0.016441","0.02948","0.079314","0.037231","0.01871","2"
"0.015308","0.043989","0.036265","0.017927","0.025144","0.057825","0.034896","0.017039","2"
"0.019038","0.023938","0.036166","0.019968","0.03235","0.07332","0.038566","0.019094","2"
"0.017586","0.05192","0.035085","0.016527","0.028395","0.066565","0.033492","0.017681","2"
"0.014283","0.045457","0.032561","0.018601","0.029646","0.056745","0.030682","0.017175","2"
"0.016894","0.044278","0.03523","0.016435","0.025852","0.050015","0.042326","0.016517","2"
"0.022581","0.056217","0.033609","0.018485","0.030175","0.073756","0.03208","0.021539","2"
"0.02219","0.058178","0.034006","0.016559","0.037605","0.093792","0.039759","0.018794","2"
"0.023188","0.053258","0.039718","0.021407","0.045496","0.095493","0.042138","0.022523","2"
"0.015749","0.05632","0.035565","0.01987","0.032458","0.065763","0.041883","0.016712","2"
"0.016378","0.052403","0.031136","0.016819","0.035351","0.08172","0.041987","0.017797","2"
"0.0178","0.049722","0.032421","0.020552","0.037698","0.097119","0.053499","0.017598","2"
"0.014388","0.055501","0.032354","0.017808","0.028998","0.069208","0.034574","0.01695","2"
"0.014201","0.056936","0.036899","0.018756","0.026046","0.060727","0.037601","0.016749","2"
"0.018343","0.061527","0.032116","0.017163","0.027318","0.059979","0.0378","0.020214","2"
"0.022941","0.0638","0.038788","0.017166","0.041267","0.10263","0.045845","0.02568","2"
"0.019263","0.047493","0.033592","0.020014","0.03419","0.077901","0.039966","0.020151","2"
"0.0202","0.052699","0.037892","0.01972","0.035351","0.084067","0.037644","0.019038","2"
"0.018695","0.048819","0.028533","0.01684","0.034607","0.081281","0.046706","0.018074","2"
"0.018455","0.069302","0.034672","0.020415","0.024587","0.068208","0.033928","0.016402","2"
"0.027158","0.057348","0.044774","0.021973","0.044087","0.098677","0.048139","0.024601","2"
"0.018248","0.048622","0.043217","0.023886","0.032791","0.069707","0.039652","0.020001","2"
"0.020898","0.055654","0.037999","0.019437","0.040124","0.093152","0.047884","0.020392","2"
"0.019109","0.050954","0.037683","0.021153","0.032699","0.068055","0.046141","0.018374","2"
"0.02182","0.057358","0.038363","0.020494","0.039721","0.090792","0.04296","0.019051","2"
"0.019709","0.057106","0.034611","0.023563","0.036811","0.082896","0.038555","0.019091","2"
"0.019145","0.047153","0.036691","0.019202","0.041665","0.090963","0.047856","0.018432","2"
"0.017601","0.054904","0.030462","0.01622","0.037328","0.089616","0.047755","0.017884","2"
"0.020489","0.050035","0.036032","0.021118","0.044718","0.1093","0.055396","0.020615","2"
"0.016151","0.060239","0.038963","0.022034","0.030045","0.068752","0.04531","0.018664","2"
"0.019392","0.057095","0.034451","0.021056","0.037546","0.092216","0.046201","0.019813","2"
"0.018697","0.057438","0.042558","0.020173","0.030158","0.066742","0.052357","0.02229","2"
"0.021392","0.066909","0.040257","0.019429","0.032766","0.070141","0.042339","0.018983","2"
"0.020534","0.067193","0.03984","0.021074","0.03833","0.086785","0.046469","0.020747","2"
"0.023563","0.07218","0.044547","0.019039","0.034369","0.088876","0.053323","0.024673","2"
"0.019813","0.052618","0.035124","0.019392","0.032799","0.083166","0.049284","0.0205","2"
"0.021731","0.047821","0.028532","0.015384","0.043244","0.10304","0.043287","0.021874","2"
"0.024723","0.044694","0.026475","0.019253","0.050676","0.11758","0.060264","0.025019","2"
"0.02506","0.043841","0.027358","0.014466","0.03681","0.08797","0.050916","0.023409","2"
"0.021835","0.047542","0.034234","0.018196","0.033246","0.08508","0.040165","0.0225","2"
"0.021858","0.045335","0.03711","0.019522","0.043822","0.10082","0.060037","0.023459","2"
"0.028722","0.047451","0.032385","0.017936","0.047709","0.11358","0.045776","0.025761","2"
"0.018993","0.046239","0.029973","0.015432","0.032981","0.076373","0.045748","0.021172","2"
"0.016682","0.041168","0.026","0.011951","0.026822","0.068813","0.043912","0.018322","2"
"0.021601","0.047054","0.027764","0.015165","0.043683","0.094813","0.043004","0.021906","2"
"0.030314","0.05309","0.044235","0.024326","0.054719","0.13268","0.067394","0.030469","2"
"0.024496","0.061738","0.03646","0.019201","0.036058","0.087182","0.042895","0.023311","2"
"0.021563","0.050833","0.038266","0.022597","0.048013","0.10218","0.052839","0.02165","2"
"0.025453","0.040891","0.031032","0.019561","0.042698","0.1001","0.057631","0.025484","2"
"0.022983","0.052761","0.034451","0.022244","0.040311","0.077055","0.058743","0.02533","2"
"0.031465","0.070768","0.037101","0.018077","0.045762","0.10755","0.059003","0.030265","2"
"0.021395","0.073038","0.026041","0.016994","0.039396","0.1016","0.050201","0.020746","2"
"0.023271","0.050189","0.029822","0.017232","0.04504","0.11528","0.042925","0.019822","2"
"0.026245","0.043317","0.031826","0.018647","0.041351","0.098756","0.061007","0.030097","2"
"0.024089","0.052571","0.034919","0.017448","0.035444","0.077761","0.058065","0.022501","2"
"0.020308","0.054891","0.040511","0.015643","0.031312","0.073406","0.052101","0.020164","2"
"0.019301","0.039614","0.042654","0.024366","0.040208","0.082406","0.049092","0.022303","2"
"0.021769","0.047176","0.038502","0.019273","0.032458","0.076273","0.046189","0.022178","2"
"0.024374","0.05253","0.037592","0.027542","0.058715","0.11748","0.06516","0.021208","2"
"0.023727","0.051604","0.029623","0.019548","0.040589","0.095279","0.050659","0.024155","2"
"0.029106","0.069676","0.038071","0.02435","0.052246","0.10717","0.042573","0.028021","2"
"0.024525","0.058341","0.034814","0.027942","0.058485","0.12887","0.075778","0.019288","2"
"0.033257","0.066757","0.049144","0.020085","0.051444","0.11127","0.069287","0.027764","2"
"0.027445","0.055622","0.043517","0.027785","0.043131","0.096586","0.062563","0.027435","2"
"0.017777","0.055593","0.044262","0.018639","0.030902","0.070616","0.050995","0.017465","2"
"0.02091","0.069555","0.04926","0.024269","0.04009","0.096475","0.045412","0.02032","2"
"0.018374","0.069099","0.031834","0.017259","0.032694","0.07249","0.057642","0.020009","2"
"0.024468","0.054589","0.03427","0.019839","0.029569","0.074925","0.055899","0.024708","2"
"0.019245","0.063298","0.031252","0.018142","0.034555","0.090161","0.054769","0.021586","2"
"0.031111","0.073272","0.03834","0.018151","0.038313","0.10156","0.060649","0.027534","2"
"0.026979","0.085851","0.063452","0.023889","0.042516","0.11642","0.056325","0.025114","2"
"0.018669","0.062462","0.035547","0.021724","0.035279","0.080922","0.0512","0.022367","2"
"0.026488","0.079098","0.038545","0.021197","0.040873","0.096813","0.040728","0.022924","2"
"0.019309","0.063544","0.036837","0.021351","0.040165","0.078536","0.059748","0.022095","2"
"0.019866","0.055017","0.037067","0.018515","0.029606","0.067537","0.036427","0.019431","2"
"0.023353","0.088113","0.035388","0.0181","0.034306","0.079669","0.045764","0.017853","2"
"0.029311","0.073954","0.043202","0.020779","0.050336","0.14062","0.039799","0.026883","2"
"0.027722","0.079216","0.043715","0.023097","0.036817","0.083282","0.052195","0.024623","2"
"0.023284","0.082123","0.041422","0.022543","0.035926","0.083463","0.056523","0.022906","2"
"0.020603","0.041357","0.043292","0.018928","0.027594","0.063749","0.046295","0.020374","2"
"0.023323","0.069891","0.037666","0.021482","0.030241","0.071094","0.04234","0.021172","2"
"0.02503","0.068811","0.042422","0.01956","0.029889","0.084469","0.050218","0.026711","2"
"0.021368","0.059555","0.035296","0.018962","0.027635","0.062106","0.046634","0.020595","2"
"0.026126","0.088578","0.035445","0.020458","0.038192","0.094511","0.065442","0.023348","2"
"0.027873","0.0703","0.038437","0.020792","0.046377","0.11354","0.056067","0.026575","2"
"0.0068895","0.013587","0.017358","0.0087137","0.0099933","0.012605","0.0086053","0.012674","2"
"0.026135","0.078603","0.04462","0.020917","0.041053","0.10077","0.057463","0.021264","2"
"0.021192","0.049447","0.034282","0.019734","0.035086","0.093576","0.037196","0.01959","2"
"0.021615","0.064993","0.038181","0.020679","0.030547","0.068145","0.052194","0.021329","2"
"0.025053","0.074897","0.031944","0.01989","0.040669","0.11586","0.053327","0.022855","2"
"0.025152","0.063277","0.038407","0.01942","0.043898","0.089613","0.05278","0.022754","2"
"0.02536","0.051419","0.022522","0.016791","0.050042","0.13598","0.075099","0.023992","2"
"0.023875","0.065179","0.027935","0.015467","0.042177","0.10896","0.047826","0.025257","2"
"0.0072929","0.013795","0.015998","0.0082554","0.011201","0.01254","0.0094533","0.012264","2"
"0.025552","0.057628","0.037268","0.023384","0.039984","0.1077","0.051637","0.025209","2"
"0.024621","0.077726","0.038734","0.019479","0.035898","0.099177","0.059584","0.024783","2"
"0.025234","0.068168","0.10392","0.060051","0.019422","0.013897","0.011523","0.013396","3"
"0.036992","0.15131","0.082849","0.030129","0.022432","0.099404","0.28788","0.058357","3"
"0.030536","0.072888","0.052756","0.025517","0.020443","0.1131","0.29468","0.062827","3"
"0.034817","0.10515","0.049793","0.028586","0.016391","0.06081","0.27417","0.034982","3"
"0.030064","0.054842","0.056868","0.027584","0.015604","0.078123","0.25716","0.033273","3"
"0.038365","0.13097","0.048147","0.023226","0.01739","0.084651","0.23555","0.025483","3"
"0.042204","0.1375","0.063193","0.034584","0.021053","0.088268","0.26315","0.041398","3"
"0.016471","0.034707","0.039808","0.026891","0.016305","0.079749","0.25672","0.036546","3"
"0.029873","0.093142","0.037597","0.026994","0.017347","0.078153","0.29838","0.049999","3"
"0.041829","0.13588","0.051197","0.030391","0.017596","0.059211","0.26233","0.032811","3"
"0.023096","0.061766","0.055472","0.03641","0.015986","0.08006","0.23944","0.036183","3"
"0.046312","0.14334","0.067505","0.027996","0.020709","0.072575","0.27766","0.033784","3"
"0.046957","0.15732","0.077398","0.027767","0.01931","0.06826","0.26768","0.056121","3"
"0.049152","0.15467","0.064681","0.029191","0.022762","0.099243","0.20888","0.044847","3"
"0.037916","0.093868","0.056434","0.025316","0.020427","0.10112","0.24677","0.041871","3"
"0.023381","0.084972","0.075331","0.036667","0.015785","0.070288","0.20569","0.029639","3"
"0.025123","0.11294","0.043915","0.027145","0.017754","0.08674","0.31049","0.050612","3"
"0.025584","0.086056","0.050459","0.023391","0.013415","0.050652","0.24482","0.024248","3"
"0.025468","0.067373","0.047412","0.025984","0.016124","0.063675","0.25815","0.031575","3"
"0.026755","0.081995","0.051665","0.029734","0.013528","0.060037","0.25863","0.024551","3"
"0.019541","0.060856","0.048188","0.027766","0.015316","0.087947","0.23348","0.034014","3"
"0.016641","0.042955","0.044755","0.030722","0.012672","0.053884","0.23798","0.020706","3"
"0.030574","0.10549","0.046529","0.029262","0.013907","0.055971","0.25958","0.028618","3"
"0.0137","0.040182","0.041106","0.026585","0.017647","0.088235","0.24179","0.037851","3"
"0.017648","0.039176","0.036979","0.025635","0.015052","0.070897","0.18186","0.021954","3"
"0.025138","0.068545","0.04239","0.035835","0.014921","0.053396","0.23311","0.02244","3"
"0.030409","0.11127","0.046059","0.030481","0.01574","0.057638","0.24084","0.031495","3"
"0.030045","0.10863","0.042965","0.029846","0.017809","0.086761","0.24024","0.022834","3"
"0.05254","0.17858","0.05427","0.034861","0.020095","0.068351","0.19802","0.030307","3"
"0.046322","0.12106","0.057903","0.032483","0.017613","0.064262","0.2712","0.03736","3"
"0.034041","0.12192","0.044894","0.026642","0.014635","0.063571","0.27174","0.033281","3"
"0.052834","0.12492","0.05116","0.030247","0.020793","0.070759","0.27454","0.036365","3"
"0.021336","0.081334","0.045748","0.027874","0.015451","0.054697","0.21724","0.024028","3"
"0.031561","0.12115","0.053293","0.029745","0.015251","0.072835","0.22814","0.027366","3"
"0.059246","0.15053","0.058416","0.029712","0.015338","0.054631","0.2364","0.033799","3"
"0.028849","0.10638","0.047405","0.027888","0.013306","0.062975","0.23494","0.026933","3"
"0.027098","0.085648","0.065966","0.028956","0.013903","0.056737","0.24762","0.028819","3"
"0.054232","0.18274","0.068721","0.034869","0.019258","0.064074","0.25595","0.041382","3"
"0.03951","0.12017","0.05511","0.030819","0.017224","0.067972","0.2408","0.031916","3"
"0.035651","0.098333","0.055743","0.026714","0.013476","0.051237","0.25221","0.031515","3"
"0.029233","0.12048","0.04909","0.028799","0.015166","0.058254","0.2477","0.02556","3"
"0.026251","0.06771","0.043424","0.03072","0.016328","0.063968","0.26926","0.032907","3"
"0.044934","0.15271","0.058539","0.030385","0.017976","0.078889","0.22106","0.037586","3"
"0.049854","0.14495","0.053818","0.029677","0.016347","0.062063","0.24357","0.037805","3"
"0.050946","0.14193","0.055376","0.032776","0.01735","0.062434","0.25439","0.043548","3"
"0.02529","0.09392","0.051971","0.026515","0.015021","0.065956","0.2411","0.02716","3"
"0.020915","0.075543","0.051625","0.030378","0.01594","0.058613","0.25824","0.030168","3"
"0.039189","0.12871","0.042669","0.029248","0.016494","0.056255","0.25234","0.026933","3"
"0.03269","0.10763","0.052131","0.025258","0.015037","0.04771","0.23931","0.031728","3"
"0.047218","0.15279","0.055413","0.029657","0.016405","0.061671","0.24509","0.030249","3"
"0.037996","0.12542","0.046703","0.032973","0.015198","0.051905","0.2234","0.027789","3"
"0.047775","0.14921","0.060511","0.031968","0.015122","0.043337","0.27447","0.026155","3"
"0.036187","0.14393","0.058843","0.035889","0.016798","0.046777","0.2599","0.029479","3"
"0.026745","0.10008","0.05368","0.032226","0.015387","0.054632","0.24454","0.030449","3"
"0.038501","0.13259","0.058959","0.032731","0.015501","0.047924","0.24111","0.034814","3"
"0.047877","0.16461","0.060552","0.035455","0.015815","0.05442","0.2503","0.029014","3"
"0.021617","0.074789","0.048774","0.029083","0.014013","0.051301","0.25912","0.026114","3"
"0.022123","0.072901","0.056001","0.030229","0.015103","0.064164","0.28063","0.031417","3"
"0.036447","0.10464","0.047434","0.02255","0.015564","0.06842","0.27985","0.036637","3"
"0.033095","0.099751","0.05209","0.022581","0.01664","0.056697","0.27636","0.037488","3"
"0.029039","0.1015","0.055181","0.021983","0.016068","0.08352","0.26186","0.04125","3"
"0.03688","0.11712","0.072426","0.0319","0.017347","0.050194","0.22417","0.028398","3"
"0.027805","0.078152","0.046375","0.028114","0.014647","0.046495","0.22877","0.027886","3"
"0.044662","0.11486","0.051638","0.032211","0.016722","0.049056","0.21272","0.029788","3"
"0.038998","0.10955","0.050949","0.022353","0.016616","0.062596","0.24745","0.025924","3"
"0.02305","0.078549","0.048939","0.029262","0.014093","0.047113","0.25408","0.032283","3"
"0.021636","0.086596","0.05071","0.032147","0.0201","0.058167","0.25534","0.027583","3"
